GID,01-2016,02-2016,03-2016,04-2016,05-2016,06-2016,07-2016,08-2016,09-2016,10-2016,11-2016,12-2016,01-2017,02-2017,03-2017,04-2017,05-2017,06-2017,07-2017,08-2017,09-2017,10-2017,11-2017,12-2017,01-2018,02-2018,03-2018,04-2018,05-2018,06-2018,07-2018,08-2018,09-2018,10-2018,11-2018,12-2018,01-2019,02-2019,03-2019,04-2019,05-2019,06-2019,07-2019,08-2019,09-2019,10-2019,11-2019,12-2019,01-2020,02-2020,03-2020,04-2020,05-2020,06-2020,07-2020,08-2020,09-2020,10-2020,11-2020,12-2020,01-2021,02-2021,03-2021,04-2021,05-2021,06-2021,07-2021,08-2021,09-2021,10-2021,11-2021,12-2021,01-2022,02-2022,03-2022,04-2022,05-2022,06-2022,07-2022,08-2022,09-2022,10-2022,11-2022,12-2022,01-2023,02-2023,03-2023,04-2023,05-2023,06-2023,07-2023,08-2023,09-2023,10-2023,11-2023,12-2023
55,-0.6622504255463774,2.1499364918675803,2.020034306023725,7.114813274807473,9.678744006413448,12.30579952663865,13.783286605342903,16.25358246013702,11.039882871839888,5.84944272605318,3.6833546108669055,-3.890287944834768,-4.883017254901263,-2.4539795103527835,0.7796580488964021,2.9758273654513623,9.39390523766964,13.034702597724204,16.990733411235425,19.10397302771153,13.705854585435898,5.552412677067514,0.7780913882785601,-1.9301275355841547,0.2904644709761652,-1.41104740869429,1.0348731912592632,4.339869181315082,11.440961948517993,11.753646596272908,17.907198268111237,17.220652106500683,11.484743669298137,7.516082238638344,2.419688203599667,-2.206256448068967,-0.8755571016701091,-5.212908036368292,0.557991364181662,4.325730429755267,10.5388782952423,11.487368774414232,14.106835773427184,16.145491495440318,11.121036190457014,3.981687492452578,2.9286332448322967,-0.5644550446540851,-0.7868570032543094,-0.3731382172682962,0.8097792676700286,5.326466242472292,9.336190918953289,11.052340952555433,15.471123406195042,15.728784671906714,15.000896538628696,7.835477980747178,1.4018876609696214,-1.479105582288498,-0.7507317573793245,-3.079991131737158,0.9122920374716708,5.759008068508541,8.065114142305163,15.254466162787672,17.336646754767532,16.18750763759841,12.281424628363917,6.075693282260675,2.32982728746201,-3.670530208464607,-1.425476230088116,-0.5399165464762021,2.324724595264723,0.8306614054758354,5.196512866276519,10.823160637749645,17.563851354455636,19.2160555603686,15.027730051676652,13.03883805633897,-2.3176725599501014,-4.631766793035752,-1.814656280189416,-2.6835621152605293,-0.6231245143438953,2.740563668145086,11.643030810612652,12.572160466512228,17.252214409685948,18.14366298388432,12.11595196194138,7.823380427206855,0.5915378872973759,-0.8873181825042825
69,3.952761911096088,6.438082850664491,6.733246350032023,10.66803533766017,12.627171924550243,14.279327180650723,15.738327731881288,17.62895892563708,13.63649355570494,9.835450785647284,7.999034839206379,0.3128026818716625,0.007372915616603,2.867746789114787,5.322816631358109,7.061521954006642,11.89135144141424,14.177716191609862,16.11692962646506,18.723623058360367,15.579424879286275,9.374294658373865,5.76246621873639,2.4470095972860726,5.102467247747555,3.0164970942905307,5.0671445046701225,8.582076899210652,13.28368997881508,14.387771140204702,18.404362020185133,17.912009708855983,13.895132912530046,10.538582389585578,6.316146765814853,3.909268007996226,3.9594155670493656,0.7217195874168987,5.424415391491276,9.073021401299457,12.81538342711765,14.225133217705816,16.414523717408752,17.11929453367851,13.914952299330182,7.410087675689442,5.206493928697314,4.202910687846468,5.3218241839196425,3.760539824387079,4.569146851570322,8.663258192274373,11.958488595614032,13.688841247558756,16.04731968705391,16.508395172447507,15.98141072591169,10.321325002690996,5.402459589286031,4.281552845944588,4.792440073977168,3.3358724049159187,4.874483465379225,8.981077363756052,11.174658342587204,16.615188641018513,17.337090408161348,17.14926730740478,14.433424504598197,9.061956024170016,7.211091571384002,2.441848516976903,3.2640259937573117,4.305597105751041,6.689160467988699,5.9650148097264575,9.262681415516916,14.089007737901657,18.125464827014767,18.873784186250656,15.738452402750871,12.38528972338626,3.292785390218045,2.062130474787895,4.210733278336005,2.456750034150577,3.941876081241042,6.950535710652649,13.670128574166425,14.383536529541212,17.5316094502468,18.712023630450087,13.957008700900808,10.566283777708836,5.372428085475629,5.380827512023198
49,0.2630449943645252,2.654577356097315,4.124644338956393,10.715925004747302,12.642211922266338,15.80614653693329,18.38921426752584,20.326727885584912,14.620701853434436,8.683703564059448,6.364105182223868,-2.6129496912802805,-2.893205449914489,-0.5036672138032232,3.337897442233144,6.285813988579614,12.429443162487518,16.183452479044792,21.099738713746685,22.7961897162983,17.8030908796525,9.380921525852768,3.422341198391361,0.1161364975796178,2.297171406079337,0.8511692955380084,3.530706598425391,7.435827636718759,15.506405131022332,15.712757915920866,21.47799154302149,21.29629697902254,15.102521684434906,10.09765494561977,5.14404941134975,-0.8261760506578444,0.1090122427991868,-5.47589916955863,1.0278303166871274,7.772313266330343,14.234375869587108,15.822313563029176,18.196754955989284,20.621781388149728,14.159688356187848,5.932198317332956,3.307035064697207,-0.906390561339653,-0.5769375910187567,1.7030398840191885,2.8873862071703664,8.130451965332082,12.307319649317092,14.92871602376319,19.194684641848543,19.94172763619396,17.582716412014676,9.594523653420293,2.6506765636560288,-0.4982725081905014,-0.6784734336278544,-2.06749118623283,3.7860024647045742,8.701216125488344,12.027654594503582,19.54054908752461,23.14373008974157,20.762372630129843,15.57153536478702,8.248891777120718,3.3273130204942043,-3.727210375057751,-2.0902474844328243,-0.0067129211880361,4.318112535374106,4.121370454026825,9.127883591190528,14.847910393609125,21.50566647437333,23.171230365384183,18.13350821601045,13.666861880723102,-1.606645414564325,-5.766443654542281,-0.6240650628202478,-1.3414491653442155,0.8936229090537021,5.34838320414222,15.514147653887534,16.66441124810136,20.827019524349915,21.34656619820569,15.330549282498056,9.580491228001277,1.7064195487031084,0.2415666149508795
56,3.334335135035588,5.854103035762342,6.848595412059497,11.714452701144884,13.366230634463935,15.865146679348658,17.157170867920133,18.94174104916174,14.080326970418486,10.64410684236931,8.398216078016617,0.4111089891003252,0.1574134908696884,2.251124772571364,5.324577503819572,7.844688627455025,12.68637770786093,15.356202485826469,17.919846368605324,20.2885827177317,16.44545224507676,9.90768224244488,5.469410196940054,1.992170854794049,4.416338159704674,2.309756260826409,4.902964610438144,8.39774373372399,13.766001678795131,14.306299506293566,19.65925492317468,18.90918703797068,14.22868813408767,10.731620058449504,6.840730158487959,3.702211941954869,4.848676833286025,-0.3048274358113379,5.432279328376991,8.802118725246935,13.543515572496837,14.60042389763746,16.795464349562334,18.365746290965987,14.429049216376637,8.146122848346772,6.183619223700682,4.105276464646799,3.82097630455864,3.777766514920593,4.334429718345676,8.595104895697766,12.492117531069043,13.578535122341734,16.927681305588127,17.314375403619806,17.059952078925473,10.911095904278705,6.086094142733136,4.047950629777744,3.823273656701471,1.5424492518107324,4.709388946204999,8.700563218858582,10.876351354455585,18.721507093641687,19.846687571207923,19.44703720256872,16.160549757215946,9.943233088011509,7.487827640109599,2.29627011206836,3.803797494211472,4.409531744830418,6.984415493216572,6.338547334418973,9.985504445722125,15.117340681288177,19.81249377342985,21.232776732086105,18.48110461764889,15.183367173389966,3.919104682074596,0.7235692834341625,3.730585250034073,2.238624418349441,4.047507591657712,6.55732731289331,13.724725054669296,14.48149337768574,18.23518950307056,19.551512818695635,14.978479470147244,10.922225263042026,5.568756196893398,5.355665727840895
60,-0.381376800678087,1.8061724607971965,1.208407789661061,6.581119155883851,6.93696968324726,11.752243423462064,14.577305586620216,16.496795580464227,10.764465883043222,5.539604482343059,3.6173269483777575,-3.976995644518176,-3.1899258521296114,-1.8442325319562487,0.360235407019197,1.6279108683268273,7.65476535263882,11.103965759277449,16.621943041073607,18.683878465878323,13.199896282620148,6.142494127827278,0.8831740061442285,0.1981520375898035,0.8646038506620901,-1.9852591650826497,0.4378297949350235,3.608271704779722,11.131808627549194,11.164493687947704,17.338448235296635,16.7667144119101,10.75393854777034,6.880719593007134,1.8434105343288505,-1.840678217077769,0.445518378801266,-4.780987939380516,-0.7786624375210359,3.569133589002791,9.525988474199956,11.636716715494956,14.01692975772343,16.27500715358307,10.621744198269509,3.841190264301864,2.707521480984094,-0.6782991060646404,-0.952912633800882,-1.020336379127918,-0.375060247605824,3.423160213894296,8.485652316513924,10.912077289157535,15.370693173972676,16.1510956138695,15.132521777683069,7.394025995398223,1.191428198854259,-0.2433131146174378,-0.8835278090610071,-3.670571935744556,-0.1570898404685172,3.6331046634249984,7.076754383374305,14.846757846408536,18.12050453104022,16.413838056338964,11.812340927124218,4.508287089358024,2.2046328226725254,-3.356847754857873,-0.1166460508941094,-0.9093206868974484,1.260490794848393,-0.3174606896242384,4.419281178135988,10.604952706231092,17.42636498892199,18.89270922753142,14.71335474650087,11.087130934192505,-1.28528383043075,-3.231740081951235,-1.5742671433315305,-2.927952057974678,-2.1558666762485843,1.4366051991780826,10.626216732558513,12.48989626566588,16.793977982327476,17.467385905276284,11.62404937744159,7.174724997243689,0.9847503449887028,0.7044964944162904
81,1.443085464739047,5.808787282307892,6.921754988803673,12.438563452826791,14.653408140777472,18.42174352010117,20.541499238373373,21.778797157862098,15.982341427273433,10.621096055225827,7.75754941304533,-2.0917537155972035,-4.668931173509239,1.7461695262363937,7.35959055910833,8.236341137356282,14.808058305966142,18.657590569390408,23.71339450138886,23.482520080894712,17.415576977200242,9.564402639737809,5.652327346801704,-0.3795360360094069,3.8920770132413214,3.183624521891202,5.362225735572023,9.459396913316594,16.106714031260704,17.571590550740765,23.855813311505194,22.158447684011403,15.656840854221157,10.426741495440211,4.667646704779653,2.589080367549751,2.054214813888706,-1.196166737874326,1.6920903195617003,10.172424697876078,14.54854194887244,18.115327199300356,20.951042019423856,22.232816355715773,16.023465643988967,7.598824663059771,4.470535829332082,1.4081790554908242,5.066104294377665,4.162422522183062,5.260491040957803,10.511507839626828,14.199066580495716,17.686965730455395,21.998622943509243,21.813649257537115,17.875452084011762,12.089039103190334,5.188990490416556,1.9792949389385743,3.356727690337736,2.1497557322184297,6.009187727077006,10.289590877956917,14.342198287799985,22.219522179497844,25.170557255898814,22.248702929097085,17.203465694851587,10.612251577069822,7.45854920281305,2.422251842867874,1.940074436638916,2.8963130854280648,7.878824795958854,6.909214627792503,11.91832717567376,17.598104519314457,24.387641668832543,24.76558489235504,18.45010422600666,13.766634098176263,1.9019247690836287,-1.2493073166057842,1.875276266118492,2.032479177202451,3.471365085724835,9.150202433268271,16.257641380064136,19.507299465603545,23.98777257167164,23.09436228762405,16.76595204671247,11.012560821861548,4.698311040928623,3.33067933769629
58,-0.8021299220541246,2.720324058094219,3.853166239748672,10.003688049316525,11.948704471383229,14.964799329969855,16.875652526527524,18.67734553019228,13.313896645440172,7.446768615066418,4.964341142442422,-3.29844689317933,-4.857546111076181,-1.7032945905413126,2.3629784614808957,4.577771462334478,10.29661995672418,14.731188244289992,19.347910694409688,21.29921464817525,15.403063710530857,7.072412929740019,1.9111191219753645,-1.4959604735015484,0.5309075878512702,0.011705062502923,2.39917419597665,5.635952207777185,13.49816563103806,13.76125857035334,20.16139197400843,19.645531283143,13.51309059990798,8.320572071690803,3.268840408325125,-0.4769012205062146,0.7306793869182855,-3.893948618571014,0.9902091569797838,7.28795208401153,13.795800165976448,15.479771126641367,18.0393616132841,20.326204123548543,14.627243847317404,6.146243770148194,3.975563091701868,0.5485961749989726,0.4119452618975244,1.9106833271596733,2.585840418005485,7.047327423095708,11.719738589051095,14.154604805840536,18.30711726527081,18.598300531859277,16.361826875474954,9.387036321496655,2.677807115645072,-0.3730978524812861,-0.0484868449549293,-1.8260476430257488,2.272816245786584,6.622632556491417,10.140773576305897,17.37353562249095,20.49174081945957,18.651216494652783,13.763188468085612,6.685383794641022,3.183840857611723,-2.2740790172289658,-1.849790790516869,0.2496959521411774,3.3676142620783738,2.5325672727964164,7.751418706422241,13.326271777682988,19.60207687706097,20.81137869229905,15.934521569146282,12.054940426734404,-1.075630484686935,-3.930664259387649,-0.3344824103898672,-1.2766281037103335,0.5344293737924455,3.864994218614362,13.53165941135874,15.32667393154589,19.53973739439218,19.711956442556318,14.087869093153426,8.72081339026026,1.8344724525164544,0.542762272332327
66,4.111580016311741,5.743169578464494,5.511096060147784,11.236716037326522,12.951983511319929,15.180493375990368,16.921283689109433,18.986405411587185,14.400257831149824,10.731418248658692,8.910091272990071,0.972117483487716,1.8170102929556364,3.5183414095923644,5.7961499696136505,7.80909114413797,12.807332405992868,15.494840833876053,18.300195517591487,20.97198253344491,17.130396567450894,10.575195894959272,6.042855029635937,4.676028885379852,6.367292473905825,3.135916737147671,5.551472661828429,9.273827362060604,14.073354339599804,14.733660380045745,20.26610967984786,19.998784227268924,15.454897138807734,12.364577188799617,8.667493057251066,5.264778924757381,6.471055356917844,0.6993985675630343,5.80289685649255,9.740188217163189,14.245208707419987,15.308840857611964,17.739886753533696,19.381486224102968,15.225188657972785,9.460732663062451,7.708451716105266,5.239469310801449,5.153036059537388,4.743815621562332,5.508582297704492,9.809327401055327,13.557802393103358,14.909897020128218,18.3697114431732,18.51324656496789,18.31614663865856,11.191982933782985,6.303573030349573,4.958461892732943,4.461593431042025,2.2096367608933187,5.084738462714678,9.574104987250532,11.6622654576457,17.942327245076683,19.02566574260776,18.914186465355904,15.596438598633044,9.316822101223954,7.383104748196085,1.7462978239981828,4.563595523629099,4.033630361997551,6.326862056280966,5.46248346363215,9.094967224777458,14.308369106716764,19.09199582171718,20.65096127910024,17.760521952311432,14.566983097856005,4.10353507995601,1.755463926253794,3.6170103913993694,2.2644575028191904,3.759698527346349,6.927564027574303,14.245893835252506,15.482201978895606,19.60271298394414,20.98733217793151,15.924702368842452,12.365531642462829,7.185877016622,6.7019432724163055
72,4.647077305262418,7.601014314848831,8.214496579734291,12.644466188219033,15.004402784122153,17.25016068352619,18.452345620432432,20.90399900867116,16.1533408270944,11.718717316658436,9.554229693942755,1.9508541148195813,1.108582330519176,4.817583474658737,7.433569680490851,9.009591547648194,14.314133560016762,16.98291079203308,19.6433001774616,22.070732658140383,18.421826977200244,11.908004686909493,7.52429919772683,3.925087762647997,6.723206271920163,4.8435057957966405,6.784993825932988,10.560396194458104,15.42663333031459,16.62427164713561,21.53567911783877,20.695087523101733,16.43586853875078,12.844685265325914,8.034257676866396,4.975127853885727,4.970948217248349,2.208923185439323,7.006082358411595,10.8015358818903,14.851177469889542,16.879590945773867,19.141257919803973,20.270490839148334,16.00516064961775,9.87578649213251,7.373868687947687,5.076216798187524,6.306763985019004,5.806000185560842,6.642305566931279,11.113619274563394,14.297493727489387,16.321035300360982,19.823475015291823,20.131861869238,18.68407673305961,12.615813396823244,6.750996471181896,5.5297919324648666,6.022373084611761,4.525857226053812,6.866956452400473,11.9918138292102,14.224416064190798,19.926104100545466,21.48285585629068,21.21649872154344,17.644730165269884,10.92213063393884,8.49006360371917,3.847762946672269,4.690383550172162,5.62112657799978,8.402574937061651,7.760021828345056,11.079765492100996,15.894799507989028,20.803462252053112,21.64062599264191,18.657674450344757,14.92977860973751,4.746230146619942,3.420451469831524,4.887722515803451,3.445693361191468,5.144011803083477,8.492340766059042,15.853125385571737,17.05217408074295,20.755310444684493,22.186432098060763,16.533966191609924,12.538219870290662,7.339451953532557,6.641741155808967
40,4.92707669975293,7.164376085654082,8.103354390462306,12.22668863932306,14.414079899941932,15.720188649495672,17.618690539944772,18.891176744686884,13.93041080898728,10.71773603705964,9.327591111925068,0.7608403113580746,1.603878808790653,2.738058480762274,5.6801826395013935,8.517813152737157,12.51871679982845,15.022632768419246,17.36030333324168,18.933005310386992,15.804841020372423,9.442009554627234,6.253285429212776,2.433703358968056,5.223878643076858,2.50600545065737,5.421297143095233,8.640189107259157,14.119577395531628,14.60992448594852,19.278152433005936,18.5277357286025,14.042132314046434,9.991363902758652,7.440494240654856,4.026162965836026,4.347964633408357,-0.5293804532005446,5.763852035358373,8.94936900668682,14.194537017166173,16.006271616618044,18.23887856596282,18.809120391517805,14.954188113742632,8.283958525298841,6.403868908352368,5.155289770967153,4.590841604979745,3.428973528982539,4.315209222608947,8.763077290852944,13.057292454217258,14.525105582343382,17.390759999265157,17.603367557320777,16.29634081522647,10.064093198058613,5.755564842117791,4.429268137613871,4.431485666254451,2.1737887337094253,5.314684927335286,9.844646835327245,11.919496318858318,18.11829927232549,19.18648579095024,18.161982841902123,14.825383207533315,9.60641841273167,7.50210478040908,1.2646169436874726,4.087642103625837,4.097191609639827,6.802386589460473,7.334444226940106,10.348865189090963,15.162799199422397,18.99488601684593,19.79811183150121,16.293063057793734,12.16878477527269,3.491021686130049,1.2204513221658913,5.090988864693526,3.3968540645780427,4.706673784153392,7.861618932088229,15.150894132224648,15.556466123793069,18.746831199266307,19.02515514742968,14.698327721490012,10.807265382172154,5.455987845939381,6.173031845913102
